plate,prefix,number,suffix,province,region,vehicle_type
E1561CTC,E,1561,CTC,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
P41IYV,P,41,IYV,Besuki,Besuki,Private Car
B7839WM,B,7839,WM,Jadetabek,Tangsel,Bus
B7947WCV,B,7947,WCV,Jadetabek,Tangsel,Bus
B9145BV,B,9145,BV,Jadetabek,Jakarta Barat,Truck/Commercial
DB7367ENE,DB,7367,ENE,Sulut,Sulut,Bus
B9554SDY,B,9554,SDY,Jadetabek,Jakarta Selatan,Truck/Commercial
AG1495MT,AG,1495,MT,Kediri,Kediri,Private Car
B896KV,B,896,KV,Jadetabek,Bekasi Kota,Private Car
T9052HT,T,9052,HT,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
G3400MA,G,3400,MA,Pekalongan,Pekalongan,Motorcycle
G1263GRN,G,1263,GRN,Pekalongan,Pekalongan,Private Car
KB4908EK,KB,4908,EK,Kalbar,Kalbar,Motorcycle
D1935RFM,D,1935,RFM,Bandung Raya,Bandung Raya,Private Car
T7032AK,T,7032,AK,Karawang/Purwakarta,Karawang/Purwakarta,Bus
AE2736WM,AE,2736,WM,Madiun,Madiun,Motorcycle
B1841FG,B,1841,FG,Jadetabek,Bekasi Kab,Private Car
B7351FZ,B,7351,FZ,Jadetabek,Bekasi Kab,Bus
R1547JM,R,1547,JM,Banyumas,Banyumas,Private Car
DB7486HVB,DB,7486,HVB,Sulut,Sulut,Bus
B5318CTE,B,5318,CTE,Jadetabek,Tangerang Kota,Motorcycle
G7200GPP,G,7200,GPP,Pekalongan,Pekalongan,Bus
B9996WB,B,9996,WB,Jadetabek,Tangsel,Truck/Commercial
F6656UVC,F,6656,UVC,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
D8317HH,D,8317,HH,Bandung Raya,Bandung Raya,Truck/Commercial
DD8384UOW,DD,8384,UOW,Sulsel,Sulsel,Truck/Commercial
N1503SDU,N,1503,SDU,Malang,Malang,Private Car
DB9799MHL,DB,9799,MHL,Sulut,Sulut,Truck/Commercial
DB8388SN,DB,8388,SN,Sulut,Sulut,Truck/Commercial
DD2616CRB,DD,2616,CRB,Sulsel,Sulsel,Motorcycle
B7134SSA,B,7134,SSA,Jadetabek,Jakarta Selatan,Bus
M8899TSZ,M,8899,TSZ,Madura,Madura,Truck/Commercial
DA8620GLK,DA,8620,GLK,Kalsel,Kalsel,Truck/Commercial
B8288KVI,B,8288,KVI,Jadetabek,Bekasi Kota,Truck/Commercial
A1660FPC,A,1660,FPC,Banten,Banten,Private Car
B7844US,B,7844,US,Jadetabek,Jakarta Utara,Bus
AE4814PNV,AE,4814,PNV,Madiun,Madiun,Motorcycle
A7451HO,A,7451,HO,Banten,Banten,Bus
DK9496KR,DK,9496,KR,Bali,Bali,Truck/Commercial
AB7102ZX,AB,7102,ZX,Yogyakarta,Yogyakarta,Bus
B1967UL,B,1967,UL,Jadetabek,Jakarta Utara,Private Car
B3403SH,B,3403,SH,Jadetabek,Jakarta Selatan,Motorcycle
F7700IH,F,7700,IH,Bogor/Sukabumi,Bogor/Sukabumi,Bus
AD9834IGY,AD,9834,IGY,Surakarta,Surakarta,Truck/Commercial
P1830WG,P,1830,WG,Besuki,Besuki,Private Car
R1338GS,R,1338,GS,Banyumas,Banyumas,Private Car
W8853IAL,W,8853,IAL,Sidoarjo,Sidoarjo,Truck/Commercial
B491WEQ,B,491,WEQ,Jadetabek,Tangsel,Private Car
AA7016KB,AA,7016,KB,Kedu,Kedu,Bus
AD7805CL,AD,7805,CL,Surakarta,Surakarta,Bus
DK9195VT,DK,9195,VT,Bali,Bali,Truck/Commercial
B7407PP,B,7407,PP,Jadetabek,Jakarta Pusat,Bus
B1897FHE,B,1897,FHE,Jadetabek,Bekasi Kab,Private Car
B226SA,B,226,SA,Jadetabek,Jakarta Selatan,Private Car
DB4596OR,DB,4596,OR,Sulut,Sulut,Motorcycle
B7353PG,B,7353,PG,Jadetabek,Jakarta Pusat,Bus
B7646EU,B,7646,EU,Jadetabek,Depok,Bus
K8894RFY,K,8894,RFY,Pati,Pati,Truck/Commercial
DK1768CJI,DK,1768,CJI,Bali,Bali,Private Car
B7506PDO,B,7506,PDO,Jadetabek,Jakarta Pusat,Bus
Z2242NQ,Z,2242,NQ,Tasikmalaya,Tasikmalaya,Motorcycle
E7382IIH,E,7382,IIH,Cirebon/Indramayu,Cirebon/Indramayu,Bus
KB3116UXZ,KB,3116,UXZ,Kalbar,Kalbar,Motorcycle
B487PMR,B,487,PMR,Jadetabek,Jakarta Pusat,Private Car
B7893WS,B,7893,WS,Jadetabek,Tangsel,Bus
N6598VA,N,6598,VA,Malang,Malang,Motorcycle
G351IPL,G,351,IPL,Pekalongan,Pekalongan,Private Car
B3151STJ,B,3151,STJ,Jadetabek,Jakarta Selatan,Motorcycle
W9511CD,W,9511,CD,Sidoarjo,Sidoarjo,Truck/Commercial
K585PL,K,585,PL,Pati,Pati,Private Car
AG3932SF,AG,3932,SF,Kediri,Kediri,Motorcycle
AG7602FQQ,AG,7602,FQQ,Kediri,Kediri,Bus
E2811FB,E,2811,FB,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
R7811XSY,R,7811,XSY,Banyumas,Banyumas,Bus
AE5949BIB,AE,5949,BIB,Madiun,Madiun,Motorcycle
L6467SIK,L,6467,SIK,Surabaya,Surabaya,Motorcycle
B7882WJY,B,7882,WJY,Jadetabek,Tangsel,Bus
S2125VET,S,2125,VET,Bojonegoro,Bojonegoro,Motorcycle
DA5831DBA,DA,5831,DBA,Kalsel,Kalsel,Motorcycle
B3644BOR,B,3644,BOR,Jadetabek,Jakarta Barat,Motorcycle
B2802BCG,B,2802,BCG,Jadetabek,Jakarta Barat,Motorcycle
AE5516ETQ,AE,5516,ETQ,Madiun,Madiun,Motorcycle
B4037TC,B,4037,TC,Jadetabek,Jakarta Timur,Motorcycle
H2971KF,H,2971,KF,Semarang,Semarang,Motorcycle
AD9941TM,AD,9941,TM,Surakarta,Surakarta,Truck/Commercial
B7865SKS,B,7865,SKS,Jadetabek,Jakarta Selatan,Bus
AB9361IOQ,AB,9361,IOQ,Yogyakarta,Yogyakarta,Truck/Commercial
KB8764TLC,KB,8764,TLC,Kalbar,Kalbar,Truck/Commercial
M3151NBQ,M,3151,NBQ,Madura,Madura,Motorcycle
P7003FKV,P,7003,FKV,Besuki,Besuki,Bus
DB3141UM,DB,3141,UM,Sulut,Sulut,Motorcycle
H7078SS,H,7078,SS,Semarang,Semarang,Bus
B7627BNL,B,7627,BNL,Jadetabek,Jakarta Barat,Bus
Z3405VH,Z,3405,VH,Tasikmalaya,Tasikmalaya,Motorcycle
AD7428QR,AD,7428,QR,Surakarta,Surakarta,Bus
B7797WJN,B,7797,WJN,Jadetabek,Tangsel,Bus
A8982IC,A,8982,IC,Banten,Banten,Truck/Commercial
D9271DZS,D,9271,DZS,Bandung Raya,Bandung Raya,Truck/Commercial
P1591NY,P,1591,NY,Besuki,Besuki,Private Car
P6670DA,P,6670,DA,Besuki,Besuki,Motorcycle
AA7371KC,AA,7371,KC,Kedu,Kedu,Bus
AG8735BT,AG,8735,BT,Kediri,Kediri,Truck/Commercial
Z9649BY,Z,9649,BY,Tasikmalaya,Tasikmalaya,Truck/Commercial
N4464CC,N,4464,CC,Malang,Malang,Motorcycle
B450TJE,B,450,TJE,Jadetabek,Jakarta Timur,Private Car
P1707XJ,P,1707,XJ,Besuki,Besuki,Private Car
G9584CS,G,9584,CS,Pekalongan,Pekalongan,Truck/Commercial
K2833IUQ,K,2833,IUQ,Pati,Pati,Motorcycle
F429RZP,F,429,RZP,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
B3060UM,B,3060,UM,Jadetabek,Jakarta Utara,Motorcycle
R1889XY,R,1889,XY,Banyumas,Banyumas,Private Car
DA5311KGX,DA,5311,KGX,Kalsel,Kalsel,Motorcycle
B8006FAZ,B,8006,FAZ,Jadetabek,Bekasi Kab,Truck/Commercial
F9047QJ,F,9047,QJ,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
B7811CTR,B,7811,CTR,Jadetabek,Tangerang Kota,Bus
D4408PEU,D,4408,PEU,Bandung Raya,Bandung Raya,Motorcycle
L1163WD,L,1163,WD,Surabaya,Surabaya,Private Car
P8471HF,P,8471,HF,Besuki,Besuki,Truck/Commercial
KB8765ATX,KB,8765,ATX,Kalbar,Kalbar,Truck/Commercial
B7731ZTI,B,7731,ZTI,Jadetabek,Depok,Bus
B7598TK,B,7598,TK,Jadetabek,Jakarta Timur,Bus
L7187UB,L,7187,UB,Surabaya,Surabaya,Bus
B747CPG,B,747,CPG,Jadetabek,Tangerang Kota,Private Car
N1922QXP,N,1922,QXP,Malang,Malang,Private Car
G959DZ,G,959,DZ,Pekalongan,Pekalongan,Private Car
AB9688RZY,AB,9688,RZY,Yogyakarta,Yogyakarta,Truck/Commercial
M6458LL,M,6458,LL,Madura,Madura,Motorcycle
Z4156PJR,Z,4156,PJR,Tasikmalaya,Tasikmalaya,Motorcycle
DK1704MA,DK,1704,MA,Bali,Bali,Private Car
B2819WM,B,2819,WM,Jadetabek,Tangsel,Motorcycle
M8233TQ,M,8233,TQ,Madura,Madura,Truck/Commercial
DB9865QA,DB,9865,QA,Sulut,Sulut,Truck/Commercial
AD9077RVT,AD,9077,RVT,Surakarta,Surakarta,Truck/Commercial
AB6974RO,AB,6974,RO,Yogyakarta,Yogyakarta,Motorcycle
B5258EXZ,B,5258,EXZ,Jadetabek,Depok,Motorcycle
F7031YLI,F,7031,YLI,Bogor/Sukabumi,Bogor/Sukabumi,Bus
W8053KFH,W,8053,KFH,Sidoarjo,Sidoarjo,Truck/Commercial
R9638YI,R,9638,YI,Banyumas,Banyumas,Truck/Commercial
H7236LIK,H,7236,LIK,Semarang,Semarang,Bus
B4990TM,B,4990,TM,Jadetabek,Jakarta Timur,Motorcycle
B9349ZVH,B,9349,ZVH,Jadetabek,Depok,Truck/Commercial
DK7626QCU,DK,7626,QCU,Bali,Bali,Bus
D8896KB,D,8896,KB,Bandung Raya,Bandung Raya,Truck/Commercial
AE1904GT,AE,1904,GT,Madiun,Madiun,Private Car
N3341FCE,N,3341,FCE,Malang,Malang,Motorcycle
E7911XWI,E,7911,XWI,Cirebon/Indramayu,Cirebon/Indramayu,Bus
Z7992EB,Z,7992,EB,Tasikmalaya,Tasikmalaya,Bus
G7194AL,G,7194,AL,Pekalongan,Pekalongan,Bus
B9546PLS,B,9546,PLS,Jadetabek,Jakarta Pusat,Truck/Commercial
B6351CGD,B,6351,CGD,Jadetabek,Tangerang Kota,Motorcycle
B1779FTD,B,1779,FTD,Jadetabek,Bekasi Kab,Private Car
F5394EVL,F,5394,EVL,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
L7451UZ,L,7451,UZ,Surabaya,Surabaya,Bus
B7547KHL,B,7547,KHL,Jadetabek,Bekasi Kota,Bus
AB7672BV,AB,7672,BV,Yogyakarta,Yogyakarta,Bus
B7834PL,B,7834,PL,Jadetabek,Jakarta Pusat,Bus
AD936AYO,AD,936,AYO,Surakarta,Surakarta,Private Car
B2354TAP,B,2354,TAP,Jadetabek,Jakarta Timur,Motorcycle
KB8519MSK,KB,8519,MSK,Kalbar,Kalbar,Truck/Commercial
B3753UF,B,3753,UF,Jadetabek,Jakarta Utara,Motorcycle
G2324IAA,G,2324,IAA,Pekalongan,Pekalongan,Motorcycle
AE9151PMN,AE,9151,PMN,Madiun,Madiun,Truck/Commercial
B6599KIS,B,6599,KIS,Jadetabek,Bekasi Kota,Motorcycle
W2493EE,W,2493,EE,Sidoarjo,Sidoarjo,Motorcycle
B8933UV,B,8933,UV,Jadetabek,Jakarta Utara,Truck/Commercial
AG1948TP,AG,1948,TP,Kediri,Kediri,Private Car
B7958EIY,B,7958,EIY,Jadetabek,Depok,Bus
AD8904PWZ,AD,8904,PWZ,Surakarta,Surakarta,Truck/Commercial
AA7727RC,AA,7727,RC,Kedu,Kedu,Bus
H7182DHR,H,7182,DHR,Semarang,Semarang,Bus
K7955YUQ,K,7955,YUQ,Pati,Pati,Bus
P7700TMJ,P,7700,TMJ,Besuki,Besuki,Bus
B1129TI,B,1129,TI,Jadetabek,Jakarta Timur,Private Car
AB837VF,AB,837,VF,Yogyakarta,Yogyakarta,Private Car
B7352EWI,B,7352,EWI,Jadetabek,Depok,Bus
E4135OUI,E,4135,OUI,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
M5307WI,M,5307,WI,Madura,Madura,Motorcycle
DD1542MF,DD,1542,MF,Sulsel,Sulsel,Private Car
T7962WLL,T,7962,WLL,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B7774BEN,B,7774,BEN,Jadetabek,Jakarta Barat,Bus
S8961AJC,S,8961,AJC,Bojonegoro,Bojonegoro,Truck/Commercial
B472KCE,B,472,KCE,Jadetabek,Bekasi Kota,Private Car
B7084SLB,B,7084,SLB,Jadetabek,Jakarta Selatan,Bus
W1023KNR,W,1023,KNR,Sidoarjo,Sidoarjo,Private Car
B9678KJ,B,9678,KJ,Jadetabek,Bekasi Kota,Truck/Commercial
T6201RJP,T,6201,RJP,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
A1777JG,A,1777,JG,Banten,Banten,Private Car
B947SG,B,947,SG,Jadetabek,Jakarta Selatan,Private Car
AE7541IWH,AE,7541,IWH,Madiun,Madiun,Bus
DB640CL,DB,640,CL,Sulut,Sulut,Private Car
B9355BK,B,9355,BK,Jadetabek,Jakarta Barat,Truck/Commercial
A3846RT,A,3846,RT,Banten,Banten,Motorcycle
Z4466OMR,Z,4466,OMR,Tasikmalaya,Tasikmalaya,Motorcycle
B8482ZL,B,8482,ZL,Jadetabek,Depok,Truck/Commercial
E4160AT,E,4160,AT,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
AE416RZS,AE,416,RZS,Madiun,Madiun,Private Car
B5660UJJ,B,5660,UJJ,Jadetabek,Jakarta Utara,Motorcycle
AG8163JI,AG,8163,JI,Kediri,Kediri,Truck/Commercial
DA2729UZ,DA,2729,UZ,Kalsel,Kalsel,Motorcycle
P7519OT,P,7519,OT,Besuki,Besuki,Bus
H2508DVL,H,2508,DVL,Semarang,Semarang,Motorcycle
W7048GAM,W,7048,GAM,Sidoarjo,Sidoarjo,Bus
T7022HGD,T,7022,HGD,Karawang/Purwakarta,Karawang/Purwakarta,Bus
G7707RXM,G,7707,RXM,Pekalongan,Pekalongan,Bus
DK7613CH,DK,7613,CH,Bali,Bali,Bus
B8154SX,B,8154,SX,Jadetabek,Jakarta Selatan,Truck/Commercial
B7181SU,B,7181,SU,Jadetabek,Jakarta Selatan,Bus
B4748FC,B,4748,FC,Jadetabek,Bekasi Kab,Motorcycle
AD2711IP,AD,2711,IP,Surakarta,Surakarta,Motorcycle
AB9415UWR,AB,9415,UWR,Yogyakarta,Yogyakarta,Truck/Commercial
B7095FB,B,7095,FB,Jadetabek,Bekasi Kab,Bus
B673USU,B,673,USU,Jadetabek,Jakarta Utara,Private Car
AA9159UY,AA,9159,UY,Kedu,Kedu,Truck/Commercial
R5049MD,R,5049,MD,Banyumas,Banyumas,Motorcycle
B1702EDU,B,1702,EDU,Jadetabek,Depok,Private Car
L2458AFM,L,2458,AFM,Surabaya,Surabaya,Motorcycle
B1442CME,B,1442,CME,Jadetabek,Tangerang Kota,Private Car
M7791HFH,M,7791,HFH,Madura,Madura,Bus
AG7116WPI,AG,7116,WPI,Kediri,Kediri,Bus
B6151EDC,B,6151,EDC,Jadetabek,Depok,Motorcycle
B7040ERH,B,7040,ERH,Jadetabek,Depok,Bus
A1022OVJ,A,1022,OVJ,Banten,Banten,Private Car
B1781ZC,B,1781,ZC,Jadetabek,Depok,Private Car
B5771UUT,B,5771,UUT,Jadetabek,Jakarta Utara,Motorcycle
DK5780DV,DK,5780,DV,Bali,Bali,Motorcycle
B1475SN,B,1475,SN,Jadetabek,Jakarta Selatan,Private Car
W1555AY,W,1555,AY,Sidoarjo,Sidoarjo,Private Car
AE7102VNU,AE,7102,VNU,Madiun,Madiun,Bus
AB3726KAE,AB,3726,KAE,Yogyakarta,Yogyakarta,Motorcycle
DB6678UI,DB,6678,UI,Sulut,Sulut,Motorcycle
M7501YY,M,7501,YY,Madura,Madura,Bus
AG6044SLJ,AG,6044,SLJ,Kediri,Kediri,Motorcycle
K9147FK,K,9147,FK,Pati,Pati,Truck/Commercial
AB7309OWS,AB,7309,OWS,Yogyakarta,Yogyakarta,Bus
T9075QFS,T,9075,QFS,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
Z8491UV,Z,8491,UV,Tasikmalaya,Tasikmalaya,Truck/Commercial
S1345XC,S,1345,XC,Bojonegoro,Bojonegoro,Private Car
R1838GR,R,1838,GR,Banyumas,Banyumas,Private Car
L9986BJU,L,9986,BJU,Surabaya,Surabaya,Truck/Commercial
AE7294AA,AE,7294,AA,Madiun,Madiun,Bus
KB7935OCN,KB,7935,OCN,Kalbar,Kalbar,Bus
B278WG,B,278,WG,Jadetabek,Tangsel,Private Car
B9068EY,B,9068,EY,Jadetabek,Depok,Truck/Commercial
P1693PSR,P,1693,PSR,Besuki,Besuki,Private Car
B1422BZB,B,1422,BZB,Jadetabek,Jakarta Barat,Private Car
R9550JO,R,9550,JO,Banyumas,Banyumas,Truck/Commercial
DB7965WMS,DB,7965,WMS,Sulut,Sulut,Bus
B1194KYJ,B,1194,KYJ,Jadetabek,Bekasi Kota,Private Car
W5888BQ,W,5888,BQ,Sidoarjo,Sidoarjo,Motorcycle
G2873MVC,G,2873,MVC,Pekalongan,Pekalongan,Motorcycle
B6015STF,B,6015,STF,Jadetabek,Jakarta Selatan,Motorcycle
AB9100QHI,AB,9100,QHI,Yogyakarta,Yogyakarta,Truck/Commercial
AD7501GH,AD,7501,GH,Surakarta,Surakarta,Bus
R1062EJF,R,1062,EJF,Banyumas,Banyumas,Private Car
H1191FPJ,H,1191,FPJ,Semarang,Semarang,Private Car
N9058JL,N,9058,JL,Malang,Malang,Truck/Commercial
B281WA,B,281,WA,Jadetabek,Tangsel,Private Car
B9750PX,B,9750,PX,Jadetabek,Jakarta Pusat,Truck/Commercial
B9582SJ,B,9582,SJ,Jadetabek,Jakarta Selatan,Truck/Commercial
M679KJV,M,679,KJV,Madura,Madura,Private Car
R6236ZR,R,6236,ZR,Banyumas,Banyumas,Motorcycle
E1070JF,E,1070,JF,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
F1234PG,F,1234,PG,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
S6166KE,S,6166,KE,Bojonegoro,Bojonegoro,Motorcycle
L8518QIX,L,8518,QIX,Surabaya,Surabaya,Truck/Commercial
B38UWW,B,38,UWW,Jadetabek,Jakarta Utara,Private Car
A1790RX,A,1790,RX,Banten,Banten,Private Car
B1590SRT,B,1590,SRT,Jadetabek,Jakarta Selatan,Private Car
Z7415LZ,Z,7415,LZ,Tasikmalaya,Tasikmalaya,Bus
A5727XTV,A,5727,XTV,Banten,Banten,Motorcycle
DA7115DS,DA,7115,DS,Kalsel,Kalsel,Bus
E4439JV,E,4439,JV,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B9879FEB,B,9879,FEB,Jadetabek,Bekasi Kab,Truck/Commercial
P7839HOT,P,7839,HOT,Besuki,Besuki,Bus
H7596FQ,H,7596,FQ,Semarang,Semarang,Bus
F5433ZZM,F,5433,ZZM,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
B6466UB,B,6466,UB,Jadetabek,Jakarta Utara,Motorcycle
E9199LDP,E,9199,LDP,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B8746TU,B,8746,TU,Jadetabek,Jakarta Timur,Truck/Commercial
AD4899VR,AD,4899,VR,Surakarta,Surakarta,Motorcycle
B9122CPT,B,9122,CPT,Jadetabek,Tangerang Kota,Truck/Commercial
W5180MH,W,5180,MH,Sidoarjo,Sidoarjo,Motorcycle
B3438UT,B,3438,UT,Jadetabek,Jakarta Utara,Motorcycle
W9952TNY,W,9952,TNY,Sidoarjo,Sidoarjo,Truck/Commercial
B7140TW,B,7140,TW,Jadetabek,Jakarta Timur,Bus
AE6978JL,AE,6978,JL,Madiun,Madiun,Motorcycle
R1711KN,R,1711,KN,Banyumas,Banyumas,Private Car
B2008KFO,B,2008,KFO,Jadetabek,Bekasi Kota,Motorcycle
E6758LDP,E,6758,LDP,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B3056ZQJ,B,3056,ZQJ,Jadetabek,Depok,Motorcycle
G7251AA,G,7251,AA,Pekalongan,Pekalongan,Bus
Z8118WCN,Z,8118,WCN,Tasikmalaya,Tasikmalaya,Truck/Commercial
AG1542FG,AG,1542,FG,Kediri,Kediri,Private Car
F1931KJ,F,1931,KJ,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
AG2878HD,AG,2878,HD,Kediri,Kediri,Motorcycle
D7193JJF,D,7193,JJF,Bandung Raya,Bandung Raya,Bus
DA836TAA,DA,836,TAA,Kalsel,Kalsel,Private Car
B2689ST,B,2689,ST,Jadetabek,Jakarta Selatan,Motorcycle
F1586DDS,F,1586,DDS,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
B1925EOI,B,1925,EOI,Jadetabek,Depok,Private Car
G7949ZD,G,7949,ZD,Pekalongan,Pekalongan,Bus
B571KLN,B,571,KLN,Jadetabek,Bekasi Kota,Private Car
R9961MK,R,9961,MK,Banyumas,Banyumas,Truck/Commercial
AG9389OJS,AG,9389,OJS,Kediri,Kediri,Truck/Commercial
F9323LLJ,F,9323,LLJ,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
AB8684BPB,AB,8684,BPB,Yogyakarta,Yogyakarta,Truck/Commercial
DD7881NIW,DD,7881,NIW,Sulsel,Sulsel,Bus
Z340BP,Z,340,BP,Tasikmalaya,Tasikmalaya,Private Car
W581TL,W,581,TL,Sidoarjo,Sidoarjo,Private Car
R4108ZNU,R,4108,ZNU,Banyumas,Banyumas,Motorcycle
AA7688LKS,AA,7688,LKS,Kedu,Kedu,Bus
KB7876RJA,KB,7876,RJA,Kalbar,Kalbar,Bus
B5087ESY,B,5087,ESY,Jadetabek,Depok,Motorcycle
DK7660TI,DK,7660,TI,Bali,Bali,Bus
AE402HEM,AE,402,HEM,Madiun,Madiun,Private Car
H7139SWU,H,7139,SWU,Semarang,Semarang,Bus
B7325FM,B,7325,FM,Jadetabek,Bekasi Kab,Bus
H402EE,H,402,EE,Semarang,Semarang,Private Car
B1163ZF,B,1163,ZF,Jadetabek,Depok,Private Car
S4767AK,S,4767,AK,Bojonegoro,Bojonegoro,Motorcycle
F7803GLM,F,7803,GLM,Bogor/Sukabumi,Bogor/Sukabumi,Bus
L1962IZI,L,1962,IZI,Surabaya,Surabaya,Private Car
B9850UX,B,9850,UX,Jadetabek,Jakarta Utara,Truck/Commercial
AG5172SP,AG,5172,SP,Kediri,Kediri,Motorcycle
DK7956LE,DK,7956,LE,Bali,Bali,Bus
Z7602RUR,Z,7602,RUR,Tasikmalaya,Tasikmalaya,Bus
B7206SB,B,7206,SB,Jadetabek,Jakarta Selatan,Bus
M9616JY,M,9616,JY,Madura,Madura,Truck/Commercial
AA488YVO,AA,488,YVO,Kedu,Kedu,Private Car
R5932BBP,R,5932,BBP,Banyumas,Banyumas,Motorcycle
G7679MR,G,7679,MR,Pekalongan,Pekalongan,Bus
Z7320RUH,Z,7320,RUH,Tasikmalaya,Tasikmalaya,Bus
AG4439DN,AG,4439,DN,Kediri,Kediri,Motorcycle
B932SR,B,932,SR,Jadetabek,Jakarta Selatan,Private Car
DA4685AM,DA,4685,AM,Kalsel,Kalsel,Motorcycle
N9245WA,N,9245,WA,Malang,Malang,Truck/Commercial
AE9965EVV,AE,9965,EVV,Madiun,Madiun,Truck/Commercial
AG518UZ,AG,518,UZ,Kediri,Kediri,Private Car
Z895MAV,Z,895,MAV,Tasikmalaya,Tasikmalaya,Private Car
B8211EMG,B,8211,EMG,Jadetabek,Depok,Truck/Commercial
H9896EYC,H,9896,EYC,Semarang,Semarang,Truck/Commercial
D902ZMT,D,902,ZMT,Bandung Raya,Bandung Raya,Private Car
B8589SK,B,8589,SK,Jadetabek,Jakarta Selatan,Truck/Commercial
AE954GZ,AE,954,GZ,Madiun,Madiun,Private Car
B486EE,B,486,EE,Jadetabek,Depok,Private Car
B1943BBU,B,1943,BBU,Jadetabek,Jakarta Barat,Private Car
AE8835WUB,AE,8835,WUB,Madiun,Madiun,Truck/Commercial
AB5025NI,AB,5025,NI,Yogyakarta,Yogyakarta,Motorcycle
AB8505PG,AB,8505,PG,Yogyakarta,Yogyakarta,Truck/Commercial
L4743UP,L,4743,UP,Surabaya,Surabaya,Motorcycle
DD2715LX,DD,2715,LX,Sulsel,Sulsel,Motorcycle
G3392UXB,G,3392,UXB,Pekalongan,Pekalongan,Motorcycle
W7968CPS,W,7968,CPS,Sidoarjo,Sidoarjo,Bus
DB7205MYP,DB,7205,MYP,Sulut,Sulut,Bus
W8156EN,W,8156,EN,Sidoarjo,Sidoarjo,Truck/Commercial
B7651WKY,B,7651,WKY,Jadetabek,Tangsel,Bus
B8955KQL,B,8955,KQL,Jadetabek,Bekasi Kota,Truck/Commercial
B1213WT,B,1213,WT,Jadetabek,Tangsel,Private Car
F2213AW,F,2213,AW,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
B8974BG,B,8974,BG,Jadetabek,Jakarta Barat,Truck/Commercial
B2458BD,B,2458,BD,Jadetabek,Jakarta Barat,Motorcycle
F877GNX,F,877,GNX,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
B8229KS,B,8229,KS,Jadetabek,Bekasi Kota,Truck/Commercial
D7867WDK,D,7867,WDK,Bandung Raya,Bandung Raya,Bus
B3310BWU,B,3310,BWU,Jadetabek,Jakarta Barat,Motorcycle
W1242DX,W,1242,DX,Sidoarjo,Sidoarjo,Private Car
B9396ZTQ,B,9396,ZTQ,Jadetabek,Depok,Truck/Commercial
L9658UXQ,L,9658,UXQ,Surabaya,Surabaya,Truck/Commercial
W1873LA,W,1873,LA,Sidoarjo,Sidoarjo,Private Car
H9875LQH,H,9875,LQH,Semarang,Semarang,Truck/Commercial
A7709ETY,A,7709,ETY,Banten,Banten,Bus
DA834UBA,DA,834,UBA,Kalsel,Kalsel,Private Car
AE8070ULS,AE,8070,ULS,Madiun,Madiun,Truck/Commercial
K2563VOO,K,2563,VOO,Pati,Pati,Motorcycle
AB6106JDN,AB,6106,JDN,Yogyakarta,Yogyakarta,Motorcycle
B1034CUA,B,1034,CUA,Jadetabek,Tangerang Kota,Private Car
M761NK,M,761,NK,Madura,Madura,Private Car
B7989BP,B,7989,BP,Jadetabek,Jakarta Barat,Bus
L7424PLG,L,7424,PLG,Surabaya,Surabaya,Bus
B441WPC,B,441,WPC,Jadetabek,Tangsel,Private Car
KB11WZ,KB,11,WZ,Kalbar,Kalbar,Private Car
K3247VZ,K,3247,VZ,Pati,Pati,Motorcycle
R7738GA,R,7738,GA,Banyumas,Banyumas,Bus
B2566BS,B,2566,BS,Jadetabek,Jakarta Barat,Motorcycle
H182SDW,H,182,SDW,Semarang,Semarang,Private Car
Z7456RA,Z,7456,RA,Tasikmalaya,Tasikmalaya,Bus
B1725CD,B,1725,CD,Jadetabek,Tangerang Kota,Private Car
B1133ZM,B,1133,ZM,Jadetabek,Depok,Private Car
D1820FLB,D,1820,FLB,Bandung Raya,Bandung Raya,Private Car
B7474EUO,B,7474,EUO,Jadetabek,Depok,Bus
KB1305TS,KB,1305,TS,Kalbar,Kalbar,Private Car
B2398THT,B,2398,THT,Jadetabek,Jakarta Timur,Motorcycle
